,descretePN,Word,PN
2324,-1.0,哀れさ,-0.3
2325,-1.0,哀れみ,-0.3
2326,-1.0,哀れむべき,-0.3
2327,0.0,哀楽,0.0
2328,-1.0,哀感,-0.734854
2329,-1.0,哀歓,-0.0146329
2330,-1.0,哀愁,-0.9926729999999999
2331,-1.0,哀傷,-0.9925729999999999
2332,-1.0,哀切,-0.988721
2333,-1.0,哀調,-0.202147
2334,1.0,愛,0.9842700000000001
2335,1.0,愛くるしさ,0.3
2336,1.0,愛らしさ,0.3
2337,1.0,愛郷,0.09723949999999999
2338,0.0,愛顧,0.0
2339,0.0,愛護,0.0
2340,1.0,愛国心,0.3
2341,1.0,愛妻,0.9900059999999999
2342,1.0,愛情,0.9699190000000001
2343,-1.0,愛想笑い,-0.9856280000000001
2344,-1.0,愛想尽かし,-0.9774649999999999
2345,-1.0,愛憎,-0.37719899999999995
2346,1.0,愛着,0.21308600000000003
2347,-1.0,愛別離苦,-0.304248
2348,0.0,愛欲,0.0
2349,1.0,愛憐,0.25973
2350,1.0,愛嬌,0.3
2351,0.0,挨拶,0.0
2352,0.0,挨拶回り,0.0
2353,1.0,逢瀬,0.07893639999999999
2354,-1.0,悪,-0.9981030000000001
2355,-1.0,悪さ,-0.99241
2356,-1.0,悪意,-0.992085
2357,0.0,悪因悪果,0.0
2358,-1.0,悪運,-0.9760629999999999
2359,-1.0,悪影響,-0.3
2360,-1.0,悪疫,-0.9915379999999999
2361,-1.0,悪化,-0.9917549999999999
2362,-1.0,悪寒,-0.9917530000000001
2363,-1.0,悪感情,-0.9833040000000001
2364,-1.0,悪漢,-0.9953489999999999
2365,-1.0,悪気,-0.9939049999999999
2366,-1.0,悪鬼,-0.9922770000000001
2367,-1.0,悪戯,-0.9983299999999999
2368,-1.0,悪逆,-0.9871540000000001
2369,-1.0,悪業,-0.996086
2370,-1.0,悪玉,-0.9937940000000001
2371,-1.0,悪玉コレステロール,-0.3
2372,-1.0,悪玉菌,-0.3
2373,-1.0,悪口,-0.9988520000000001
2374,-1.0,悪口雑言,-0.3
2375,-1.0,悪巧み,-0.9856379999999999
2376,-1.0,悪行,-0.994309
2377,-1.0,悪事,-0.9986879999999999
2378,-1.0,悪疾,-0.985823
2379,-1.0,悪質,-0.993818
2380,-1.0,悪者,-0.994793
2381,-1.0,悪趣,-0.991426
2382,-1.0,悪趣味,-0.154331
2383,-1.0,悪習,-0.996785
2384,-1.0,悪習慣,-0.3
2385,-1.0,悪臭,-0.5919909999999999
2386,-1.0,悪循環,-0.98631
2387,-1.0,悪女,-0.616023
2388,-1.0,悪神,-0.9904360000000001
2389,-1.0,悪人,-0.9979299999999999
2390,-1.0,悪酔い,-0.3
2391,-1.0,悪性,-0.996043
2392,-1.0,悪性リンパ腫,-0.3
2393,-1.0,悪性腫瘍,-0.3
2394,-1.0,悪政,-0.994383
2395,-1.0,悪声,-0.994077
2396,0.0,悪戦,0.0
2397,-1.0,悪戦苦闘,-0.96841
2398,-1.0,悪相,-0.985308
2399,-1.0,悪態,-0.9970620000000001
2400,-1.0,悪代官,-0.3
2401,-1.0,悪知恵,-0.990983
2402,-1.0,悪党,-0.994812
2403,-1.0,悪道,-0.9900049999999999
2404,-1.0,悪徳,-0.9932219999999999
2405,-1.0,悪徳業者,-0.3
2406,-1.0,悪徳商法,-0.3
2407,-1.0,悪罵,-0.9949899999999999
2408,-1.0,悪評,-0.994383
2409,-1.0,悪病,-0.3
2410,-1.0,悪癖,-0.9926729999999999
2411,-1.0,悪法,-0.969274
2412,-1.0,悪魔,-0.9952610000000001
2413,-1.0,悪夢,-0.9928469999999999
2414,-1.0,悪名,-0.9911540000000001
2415,0.0,悪役,0.0
2416,0.0,悪霊,0.0
2417,1.0,握力,0.04025719999999999
2418,1.0,圧勝,0.020208700000000003
2419,-1.0,圧制,-0.3627
2420,-1.0,圧政,-0.591846
2421,0.0,圧倒,0.0
2422,0.0,圧倒的,0.0
2423,0.0,圧迫,0.0
2424,-1.0,圧迫感,-0.3
2425,-1.0,圧伏,-0.433802
2426,-1.0,圧服,-0.3
2427,-1.0,圧服・圧伏,-0.3
2428,0.0,姐さん,0.0
2429,1.0,飴,0.619004
2430,1.0,安さ,0.3
2431,-1.0,安っぽさ,-0.3
2432,0.0,安め,0.0
2433,1.0,安らか,0.3
2434,1.0,安らかさ,0.3
2435,1.0,安らぎ,0.3
2436,-1.0,安易,-0.3
2437,-1.0,安逸,-0.139845
2438,1.0,安穏,0.9657389999999999
2439,1.0,安価,0.123552
2440,1.0,安楽,0.981799
2441,-1.0,安楽死,-0.16146300000000002
2442,0.0,安手,0.0
2443,1.0,安上がり,0.3
2444,1.0,安心,0.981397
2445,1.0,安心安全,0.3
2446,1.0,安心感,0.3
2447,-1.0,安請け合い,-0.3
2448,1.0,安全,0.314252
2449,1.0,安全安心,0.3
2450,0.0,安全運転,0.0
2451,0.0,安全確保,0.0
2452,0.0,安全管理,0.0
2453,1.0,安全性,0.3
2454,0.0,安全対策,0.0
2455,1.0,安全第一,0.3
2456,0.0,安全保障,0.0
2457,1.0,安息,0.942948
2458,0.0,安打,0.0
2459,1.0,安泰,0.9840469999999999
2460,-1.0,安直,-0.3
2461,1.0,安定,0.380386
2462,1.0,安定化,0.3
2463,1.0,安定感,0.3
2464,0.0,安定供給,0.0
2465,1.0,安定性,0.3
2466,1.0,安堵,0.955873
2467,1.0,安堵感,0.3
2468,1.0,安寧,0.9782780000000001
2469,1.0,安眠,0.961824
2470,0.0,暗さ,0.0
2471,0.0,暗闇,0.0
2472,-1.0,暗雲,-0.983775
2473,0.0,暗号,0.0
2474,-1.0,暗黒面,-0.361028
2475,-1.0,暗殺,-0.987339
2476,0.0,暗示,0.0
2477,-1.0,暗礁,-0.990956
2478,0.0,暗証,0.0
2479,-1.0,暗中模索,-0.389538
2480,0.0,暗部,0.0
2481,-1.0,暗躍,-0.226881
2482,0.0,案件,0.0
2483,0.0,案内所,0.0
2484,0.0,闇,0.0
2485,1.0,伊達,0.367985
2486,0.0,位相,0.0
2487,-1.0,依存,-0.47423999999999994
2488,-1.0,依存症,-0.3
2489,1.0,偉観,0.98946
2490,1.0,偉業,0.990717
2491,1.0,偉効,0.990721
2492,1.0,偉才,0.993648
2493,1.0,偉材,0.99266
2494,1.0,偉材・異材,0.3
2495,1.0,偉人,0.993344
2496,1.0,偉大,0.994833
2497,1.0,偉大さ,0.3
2498,1.0,偉物,0.9935280000000001
2499,0.0,囲い,0.0
2500,0.0,囲み,0.0
2501,-1.0,威圧,-0.9784149999999999
2502,-1.0,威圧感,-0.3
2503,-1.0,威嚇,-0.994469
2504,1.0,威厳,0.130164
2505,1.0,威信,0.06270629999999999
2506,1.0,威容,0.9806219999999999
2507,1.0,威力,0.962609
2508,0.0,意外性,0.0
2509,1.0,意気,0.9934129999999999
2510,1.0,意気込み,0.20333099999999998
2511,-1.0,意気消沈,-0.994584
2512,-1.0,意気阻喪,-0.3
2513,0.0,意気地,0.0
2514,1.0,意義,0.248608
2515,0.0,意向,0.0
2516,1.0,意志,0.660756
2517,1.0,意志疎通,0.3
2518,0.0,意思,0.0
2519,0.0,意思決定,0.0
2520,1.0,意思疎通,0.3
2521,1.0,意思統一,0.3
2522,1.0,意思能力,0.3
2523,1.0,意識,0.759317
2524,-1.0,意識障害,-0.3
2525,-1.0,意識不明,-0.3
2526,0.0,意趣,0.0
2527,1.0,意匠,0.39363899999999996
2528,1.0,意匠性,0.3
2529,0.0,意図,0.0
2530,-1.0,意地,-0.9975709999999999
2531,-1.0,意地悪,-0.3
2532,0.0,意表,0.0
2533,1.0,意味,0.850758
2534,0.0,意味合い,0.0
2535,1.0,意欲,0.965448
2536,0.0,意力,0.0
2537,1.0,慰め,0.3
2538,0.0,慰安,0.0
2539,0.0,慰撫,0.0
2540,0.0,慰霊,0.0
2541,0.0,慰労,0.0
2542,0.0,慰藉,0.0
2543,1.0,易さ,0.3
2544,1.0,為替,0.36091599999999996
2545,-1.0,為替差損,-0.3
2546,1.0,畏敬,0.19176500000000002
2547,-1.0,畏縮,-0.762012
2548,-1.0,畏怖,-0.9925510000000001
2549,-1.0,異音,-0.3
2550,0.0,異化,0.0
2551,-1.0,異観,-0.824275
2552,-1.0,異義,-0.343364
2553,-1.0,異議,-0.990094
2554,0.0,異議申し立て,0.0
2555,0.0,異空間,0.0
2556,0.0,異見,0.0
2557,1.0,異国情緒,0.3
2558,0.0,異材,0.0
2559,-1.0,異質,-0.08944869999999999
2560,-1.0,異臭,-0.8805129999999999
2561,-1.0,異常,-0.8659190000000001
2562,-1.0,異常さ,-0.3
2563,0.0,異常プリオン,0.0
2564,-1.0,異常行動,-0.3
2565,-1.0,異常事態,-0.3
2566,0.0,異常心理,0.0
2567,-1.0,異常性,-0.3
2568,-1.0,異常性欲,-0.3
2569,-1.0,異常値,-0.3
2570,0.0,異心,0.0
2571,-1.0,異端,-0.450299
2572,-1.0,異物,-0.9898459999999999
2573,-1.0,異物混入,-0.3
2574,-1.0,異変,-0.992333
2575,-1.0,異様,-0.3
2576,0.0,異例,0.0
2577,-1.0,異論,-0.426379
2578,0.0,移り変わり,0.0
2579,0.0,移植,0.0
2580,0.0,移植性,0.0
2581,0.0,移民,0.0
2582,0.0,維持,0.0
2583,0.0,維新,0.0
2584,-1.0,胃かいよう,-0.3
2585,-1.0,胃がん,-0.3
2586,-1.0,胃けいれん,-0.3
2587,-1.0,胃カタル,-0.3
2588,-1.0,胃ガン,-0.3
2589,0.0,胃液,0.0
2590,-1.0,胃炎,-0.3
2591,-1.0,胃下垂,-0.985251
2592,-1.0,胃拡張,-0.983295
2593,-1.0,胃癌,-0.566099
2594,-1.0,胃弱,-0.257986
2595,-1.0,胃腸炎,-0.3
2596,-1.0,胃腸病,-0.3
2597,-1.0,胃痛,-0.23675100000000002
2598,-1.0,胃潰瘍,-0.989548
2599,-1.0,胃病,-0.9828879999999999
2600,-1.0,萎縮,-0.9900620000000001
2601,-1.0,萎靡,-0.989608
2602,-1.0,違背,-0.429514
2603,-1.0,違反,-0.627582
2604,-1.0,違法,-0.3
2605,-1.0,違法コピー,-0.3
2606,-1.0,違法行為,-0.3
2607,-1.0,違約,-0.6381220000000001
2608,0.0,違約金,0.0
2609,-1.0,違和,-0.982463
2610,-1.0,違和感,-0.3
2611,1.0,遺愛,0.0963036
2612,-1.0,遺憾,-0.46393999999999996
2613,-1.0,遺恨,-0.983533
2614,1.0,遺産,0.0356254
2615,0.0,遺志,0.0
2616,0.0,遺族基礎年金,0.0
2617,-1.0,遺体,-0.615323
2618,1.0,遺徳,0.269286
2619,-1.0,遺髪,-0.996749
2620,-1.0,遺品,-0.4697
2621,0.0,遺物,0.0
2622,0.0,遺留分,0.0
2623,-1.0,遺漏,-0.72502
2624,0.0,医師,0.0
2625,0.0,医療,0.0
2626,1.0,医療サービス,0.3
2627,-1.0,医療ミス,-0.3
2628,0.0,医療現場,0.0
2629,0.0,医療費,0.0
2630,1.0,医療費助成,0.3
2631,-1.0,医療不信,-0.3
2632,0.0,域,0.0
2633,0.0,育児休暇,0.0
2634,0.0,育成,0.0
2635,0.0,一か月,0.0
2636,1.0,一つ一つ,0.710407
2637,0.0,一カ月,0.0
2638,0.0,一ヵ月,0.0
2639,0.0,一ヶ月,0.0
2640,0.0,一ヶ月以上,0.0
2641,1.0,一安心,0.153833
2642,-1.0,一因,-0.171587
2643,1.0,一押し,0.3
2644,1.0,一押し・一推し,0.3
2645,-1.0,一過性,-0.3
2646,-1.0,一喝,-0.9971639999999999
2647,1.0,一貫性,0.3
2648,0.0,一喜一憂,0.0
2649,1.0,一騎当千,0.7080569999999999
2650,-1.0,一騎討ち,-0.3
2651,1.0,一級,0.36342800000000003
2652,-1.0,一撃,-0.3
2653,1.0,一撃必殺,0.3
2654,0.0,一元化,0.0
2655,0.0,一言感想,0.0
2656,-1.0,一酸化炭素中毒,-0.3
2657,0.0,一仕事,0.0
2658,-1.0,一死,-0.3
2659,0.0,一視同仁,0.0
2660,-1.0,一時しのぎ,-0.3
2661,0.0,一時間,0.0
2662,-1.0,一時逃れ,-0.600429
2663,1.0,一緒,0.9667399999999999
2664,-1.0,一緒くた,-0.3
2665,1.0,一助,0.9898629999999999
2666,0.0,一笑,0.0
2667,0.0,一寝入り,0.0
2668,0.0,一新,0.0
2669,0.0,一人物,0.0
2670,1.0,一推し,0.3
2671,0.0,一睡,0.0
2672,1.0,一生,0.393897
2673,1.0,一生懸命,0.183819
2674,0.0,一声,0.0
2675,-1.0,一斉射撃,-0.3
2676,0.0,一線,0.0
2677,1.0,一線級,0.3
2678,0.0,一打ち,0.0
2679,0.0,一体化,0.0
2680,1.0,一体感,0.3
2681,0.0,一体性,0.0
2682,0.0,一台,0.0
2683,-1.0,一大事,-0.396451
2684,0.0,一団,0.0
2685,0.0,一致,0.0
2686,0.0,一長一短,0.0
2687,1.0,一途,0.320457
2688,0.0,一働き,0.0
2689,0.0,一同,0.0
2690,-1.0,一難,-0.3
2691,0.0,一年以上,0.0
2692,-1.0,一敗,-0.539288
2693,1.0,一杯,0.820019
2694,1.0,一杯機嫌,0.302119
2695,0.0,一般,0.0
2696,0.0,一般車,0.0
2697,1.0,一番,0.963556
2698,0.0,一匹狼,0.0
2699,0.0,一物,0.0
2700,-1.0,一文なし,-0.3
2701,0.0,一癖,0.0
2702,-1.0,一辺倒,-0.148293
2703,0.0,一報,0.0
2704,0.0,一方ならず,0.0
2705,-1.0,一本調子,-0.990799
2706,0.0,一本立ち,0.0
2707,0.0,一眠り,0.0
2708,1.0,一命,0.14532899999999999
2709,0.0,一目ぼれ,0.0
2710,0.0,一翼,0.0
2711,1.0,一利,0.16786500000000001
2712,0.0,一律,0.0
2713,1.0,一流,0.022891400000000003
2714,-1.0,一揆,-0.124723
2715,1.0,一臂の力,0.3
2716,1.0,溢美,0.66471
2717,1.0,逸材,0.996361
2718,1.0,逸足,0.976073
2719,-1.0,逸脱,-0.990548
2720,1.0,逸品,0.992925
2721,1.0,逸物,0.991311
2722,0.0,稲刈り,0.0
2723,0.0,稲妻,0.0
2724,0.0,印,0.0
2725,0.0,印鑑証明,0.0
2726,0.0,印鑑登録証明書,0.0
2727,0.0,印行,0.0
2728,-1.0,因縁,-0.9889290000000001
2729,-1.0,因果,-0.9911200000000001
2730,0.0,因果応報,0.0
2731,0.0,因果関係,0.0
2732,-1.0,因業,-0.3
2733,0.0,因習,0.0
2734,-1.0,引かれ者の小唄,-0.3
2735,0.0,引き合い,0.0
2736,1.0,引き受け,0.3
2737,0.0,引き締め,0.0
2738,0.0,引き当て,0.0
2739,1.0,引き立て,0.3
2740,-1.0,引き立て役,-0.3
2741,-1.0,引け目,-0.361498
2742,-1.0,引ったくり,-0.3
2743,0.0,引っ掛かり,0.0
2744,0.0,引越し,0.0
2745,0.0,引退,0.0
2746,-1.0,飲みすぎ,-0.3
2747,-1.0,飲み過ぎ,-0.3
2748,-1.0,飲み料,-0.3
2749,-1.0,淫ら,-0.3
2750,-1.0,淫行,-0.223311
2751,-1.0,淫売,-0.32710500000000003
2752,-1.0,淫欲,-0.5721579999999999
2753,-1.0,淫乱,-0.539841
2754,0.0,院内,0.0
2755,-1.0,院内感染,-0.3
2756,0.0,陰,0.0
2757,-1.0,陰り,-0.9951530000000001
2758,-1.0,陰萎,-0.24459499999999998
2759,0.0,陰影,0.0
2760,-1.0,陰気,-0.3
2761,-1.0,陰金,-0.993032
2762,-1.0,陰口,-0.9900639999999999
2763,0.0,陰性,0.0
2764,-1.0,陰謀,-0.9939629999999999
2765,0.0,陰陽,0.0
2766,0.0,隠し球,0.0
2767,-1.0,隠し事,-0.988395
2768,0.0,隠し味,0.0
2769,0.0,隠れ家,0.0
2770,0.0,隠退,0.0
2771,-1.0,隠蔽,-0.812458
2772,0.0,右四つ,0.0
2773,0.0,右打ち,0.0
2774,0.0,右投げ,0.0
2775,-1.0,宇宙人,-0.3
2776,1.0,羽子板,0.44555600000000006
2777,1.0,羽翼,0.320216
2778,0.0,迂回,0.0
2779,0.0,雨,0.0
2780,0.0,雨音,0.0
2781,0.0,雨下,0.0
2782,-1.0,雨降り,-0.5683010000000001
2783,0.0,雨水,0.0
2784,0.0,雨足,0.0
2785,0.0,雨滴,0.0
2786,0.0,雨天,0.0
2787,-1.0,雨風,-0.3
2788,-1.0,雨漏り,-0.395676
2789,-1.0,渦,-0.501418
2790,-1.0,渦中,-0.618262
2791,-1.0,嘘,-0.9905940000000001
2792,-1.0,嘘つき,-0.21633400000000003
2793,0.0,噂,0.0
2794,1.0,運,0.971808
2795,-1.0,運の尽き,-0.3
2796,1.0,運気,0.367977
2797,-1.0,運休,-0.194119
2798,0.0,運行,0.0
2799,1.0,運転技術,0.3
2800,0.0,運転手,0.0
2801,0.0,運動,0.0
2802,-1.0,運動障害,-0.3
2803,1.0,運動神経,0.356799
2804,1.0,運動性,0.3
2805,1.0,運動性能,0.3
2806,1.0,運動能力,0.3
2807,-1.0,運動不足,-0.3
2808,0.0,運命,0.0
2809,0.0,運用,0.0
2810,-1.0,餌食,-0.990067
2811,1.0,叡智,0.3
2812,0.0,営み,0.0
2813,0.0,営業活動,0.0
2814,-1.0,営業停止,-0.3
2815,-1.0,影,-0.47889799999999993
2816,0.0,影響,0.0
2817,0.0,影響下,0.0
2818,1.0,影響力,0.3
2819,1.0,栄,0.992315
2820,1.0,栄え,0.3
2821,1.0,栄華,0.99315
2822,1.0,栄冠,0.9858469999999999
2823,1.0,栄光,0.99326
2824,0.0,栄辱,0.0
2825,1.0,栄誉,0.989607
2826,1.0,栄養,0.900125
2827,1.0,栄養価,0.171415
2828,-1.0,栄養失調,-0.47468999999999995
2829,-1.0,栄養障害,-0.3
2830,1.0,栄養素,0.218967
2831,-1.0,栄養不足,-0.3
2832,1.0,栄養分,0.3
2833,0.0,栄養補給,0.0
2834,1.0,永遠,0.18196600000000002
2835,1.0,永住権,0.3
2836,0.0,永眠,0.0
2837,1.0,泳力,0.3
2838,1.0,英気,0.994762
2839,1.0,英傑,0.990685
2840,0.0,英語嫌い,0.0
2841,1.0,英語能力,0.3
2842,1.0,英語力,0.3
2843,0.0,英国,0.0
2844,1.0,英俊,0.9940610000000001
2845,1.0,英知,0.112919
2846,1.0,英哲,0.3
2847,1.0,英名,0.9906889999999999
2848,1.0,英雄,0.9901530000000001
2849,1.0,英霊,0.973427
2850,0.0,衛生,0.0
2851,0.0,衛生面,0.0
2852,1.0,詠嘆,0.1755
2853,1.0,鋭さ,0.3
2854,1.0,鋭気,0.9899129999999999
2855,1.0,鋭敏,0.3
2856,0.0,鋭利,0.0
2857,0.0,液,0.0
2858,-1.0,液漏れ,-0.3
2859,-1.0,疫,-0.3
2860,-1.0,疫病,-0.994132
2861,-1.0,疫病神,-0.979615
2862,0.0,駅構内,0.0
2863,1.0,悦,0.9942559999999999
2864,1.0,悦び,0.3
2865,1.0,悦楽,0.996501
2866,-1.0,厭悪,-0.3
2867,-1.0,厭軍,-0.3
2868,-1.0,厭世,-0.9820180000000001
2869,-1.0,厭戦,-0.12011400000000001
2870,-1.0,厭戦気分,-0.3
2871,1.0,円滑,0.3
2872,1.0,円滑化,0.3
2873,-1.0,円形脱毛症,-0.3
2874,1.0,円転滑脱,0.26944
2875,1.0,円満,0.3
2876,0.0,宴,0.0
2877,-1.0,延び延び,-0.285063
2878,-1.0,延引,-0.184563
2879,-1.0,延焼,-0.583199
2880,1.0,延性,0.379027
2881,0.0,延長保育,0.0
2882,0.0,延命,0.0
2883,-1.0,怨み,-0.3
2884,-1.0,怨恨,-0.996778
2885,-1.0,怨敵,-0.592843
2886,-1.0,怨念,-0.9950120000000001
2887,-1.0,怨霊,-0.997
2888,-1.0,怨嗟,-0.749977
2889,0.0,援護,0.0
2890,0.0,援助,0.0
2891,0.0,演技派,0.0
2892,1.0,演技力,0.3
2893,0.0,演者,0.0
2894,0.0,演奏,0.0
2895,-1.0,炎,-0.988273
2896,-1.0,炎症,-0.913236
2897,-1.0,炎上,-0.467984
2898,0.0,焔,0.0
2899,-1.0,煙,-0.8886860000000001
2900,-1.0,煙害,-0.349492
2901,-1.0,猿知恵,-0.387437
2902,1.0,縁,0.7759149999999999
2903,1.0,艶,0.161966
2904,-1.0,艶聞,-0.566236
2905,-1.0,遠回り,-0.434254
2906,0.0,遠近感,0.0
2907,0.0,遠心力,0.0
2908,1.0,遠足気分,0.3
2909,-1.0,遠島,-0.291823
2910,0.0,遠目,0.0
2911,0.0,遠慮,0.0
2912,0.0,遠慮がち,0.0
2913,-1.0,遠慮気味,-0.3
2914,0.0,鉛,0.0
2915,-1.0,鉛中毒,-0.3
2916,-1.0,塩害,-0.33819
2917,0.0,塩気,0.0
2918,-1.0,塩辛さ,-0.3
2919,-1.0,塩素臭,-0.3
2920,1.0,塩蔵,0.164654
2921,-1.0,汚さ,-0.3
2922,-1.0,汚れ,-0.9930030000000001
2923,-1.0,汚れ役,-0.42790100000000003
2924,-1.0,汚職,-0.9876530000000001
2925,-1.0,汚職事件,-0.3
2926,-1.0,汚水,-0.996948
2927,-1.0,汚染,-0.537485
2928,-1.0,汚染源,-0.3
2929,-1.0,汚損,-0.503502
2930,-1.0,汚濁,-0.5038779999999999
2931,-1.0,汚泥,-0.7923100000000001
2932,-1.0,汚点,-0.991898
2933,-1.0,汚物,-0.995133
2934,-1.0,汚名,-0.99016
2935,-1.0,凹凸,-0.56806
2936,1.0,奥ゆかしさ,0.3
2937,1.0,奥義,0.11263900000000002
2938,0.0,奥許し,0.0
2939,1.0,奥行き,0.3
2940,1.0,奥深さ,0.3
2941,0.0,往診,0.0
2942,-1.0,往生,-0.970413
2943,0.0,往復,0.0
2944,-1.0,往復ビンタ,-0.3
2945,0.0,往来,0.0
2946,0.0,応え,0.0
2947,0.0,応援,0.0
2948,0.0,応援歌,0.0
2949,0.0,応諾,0.0
2950,0.0,応分,0.0
2951,0.0,応募,0.0
2952,1.0,応募者,0.3
2953,0.0,応報,0.0
2954,0.0,応用,0.0
2955,1.0,応用力,0.3
2956,1.0,応力,0.3
2957,0.0,押さえ,0.0
2958,0.0,押さえ込み,0.0
2959,0.0,押し,0.0
2960,-1.0,押しつけ,-0.3
2961,0.0,押し花,0.0
2962,-1.0,押し込み強盗,-0.3
2963,0.0,押し出し,0.0
2964,0.0,押し目買い,0.0
2965,-1.0,押せ押せ,-0.3
2966,0.0,押印,0.0
2967,1.0,旺盛,0.3
2968,-1.0,横やり,-0.3
2969,-1.0,横レス,-0.3
2970,-1.0,横殴り,-0.148705
2971,-1.0,横行,-0.997179
2972,-1.0,横着,-0.9952209999999999
2973,0.0,横波,0.0
2974,-1.0,横風,-0.3
2975,-1.0,横暴,-0.985425
2976,-1.0,横揺れ,-0.341495
2977,-1.0,横領,-0.321311
2978,-1.0,横恋慕,-0.223088
2979,-1.0,殴打,-0.8312930000000001
2980,1.0,王権,0.3
2981,0.0,王子様,0.0
2982,1.0,王者,0.986798
2983,0.0,王手,0.0
2984,1.0,王族,0.100077
2985,0.0,王朝,0.0
2986,1.0,王道,0.979772
2987,0.0,翁,0.0
2988,0.0,黄,0.0
2989,0.0,黄禍,0.0
2990,1.0,黄金時代,0.9744430000000001
2991,-1.0,黄砂,-0.433907
2992,-1.0,黄濁,-0.545988
2993,0.0,黄土色,0.0
2994,0.0,黄緑,0.0
2995,1.0,屋号,0.43058900000000006
2996,0.0,憶測,0.0
2997,-1.0,臆見,-0.51981
2998,-1.0,臆病,-0.807031
2999,0.0,牡馬,0.0
3000,0.0,乙女,0.0
3001,-1.0,俺様,-0.3
3002,1.0,恩,0.16247
3003,1.0,恩愛,0.975218
3004,1.0,恩義,0.304225
3005,1.0,恩恵,0.0107815
3006,1.0,恩情,0.7302850000000001
3007,1.0,恩沢,0.26314099999999996
3008,1.0,温かさ,0.3
3009,1.0,温かみ,0.3
3010,1.0,温もり,0.785995
3011,0.0,温覚,0.0
3012,1.0,温厚,0.974485
3013,1.0,温柔,0.49893000000000004
3014,1.0,温順,0.13278
3015,1.0,温情,0.22729899999999997
3016,0.0,温泉,0.0
3017,0.0,温存,0.0
3018,-1.0,温暖化,-0.3
3019,-1.0,温度差,-0.3
3020,0.0,温度上昇,0.0
3021,0.0,温度変化,0.0
3022,1.0,温良,0.060048000000000004
3023,1.0,温和,0.5014930000000001
3024,1.0,穏やか,0.3
3025,1.0,穏やかさ,0.3
3026,1.0,穏健,0.0328415
3027,1.0,穏当,0.0326382
3028,1.0,穏便,0.3
3029,1.0,穏和,0.526812
3030,0.0,音楽家,0.0
3031,1.0,音楽性,0.3
3032,1.0,音感,0.32508400000000004
3033,1.0,音質,0.287402
3034,-1.0,音質劣化,-0.3
3035,0.0,音声信号,0.0
3036,-1.0,音痴,-0.982585
3037,0.0,音波,0.0
3038,-1.0,音漏れ,-0.3
3039,-1.0,下げ,-0.448586
3040,-1.0,下げ渋り,-0.3
3041,-1.0,下の下,-0.3
3042,-1.0,下り坂,-0.23062800000000003
3043,-1.0,下ネタ,-0.3
3044,-1.0,下火,-0.151288
3045,0.0,下絵,0.0
3046,-1.0,下血,-0.3
3047,0.0,下限,0.0
3048,0.0,下作,0.0
3049,0.0,下仕事,0.0
3050,-1.0,下手,-0.9998309999999999
3051,-1.0,下手くそ,-0.3
3052,0.0,下手投げ,0.0
3053,0.0,下唇,0.0
3054,-1.0,下心,-0.9904069999999999
3055,0.0,下調べ,0.0
3056,0.0,下熱,0.0
3057,0.0,下馬評,0.0
3058,-1.0,下品,-0.996624
3059,-1.0,下方修正,-0.3
3060,0.0,下味,0.0
3061,-1.0,下野,-0.428453
3062,-1.0,下落,-0.99119
3063,-1.0,下痢,-0.650638
3064,-1.0,化け物,-0.3
3065,-1.0,化学物質過敏症,-0.3
3066,0.0,化粧品,0.0
3067,0.0,化石,0.0
3068,-1.0,化膿,-0.995315
3069,-1.0,仮構,-0.204381
3070,0.0,仮作,0.0
3071,0.0,仮柵,0.0
3072,0.0,仮歯,0.0
3073,0.0,仮寝,0.0
3074,0.0,仮睡,0.0
3075,-1.0,仮病,-0.994268
3076,0.0,仮眠,0.0
3077,0.0,仮免,0.0
3078,0.0,仮免許,0.0
3079,0.0,何ヶ月,0.0
3080,0.0,何者,0.0
3081,0.0,何日,0.0
3082,-1.0,価格,-0.598228
3083,-1.0,価格下落,-0.3
3084,0.0,価格競争,0.0
3085,1.0,価格競争力,0.3
3086,0.0,価格差,0.0
3087,0.0,価格調査,0.0
3088,0.0,価格低下,0.0
3089,1.0,価値,0.8971100000000001
3090,0.0,価値判断,0.0
3091,1.0,佳,0.3
3092,1.0,佳景,0.995859
3093,1.0,佳作,0.993976
3094,1.0,佳什,0.991778
3095,1.0,佳人,0.543288
3096,1.0,佳編,0.3
3097,1.0,佳味,0.3
3098,-1.0,加害,-0.6131409999999999
3099,-1.0,加害者,-0.3
3100,-1.0,加虐,-0.3
3101,1.0,加護,0.976093
3102,1.0,加工性,0.3
3103,0.0,加工品,0.0
3104,0.0,加算,0.0
3105,1.0,加勢,0.992648
3106,0.0,加速,0.0
3107,1.0,加速性能,0.3
3108,0.0,加担,0.0
3109,-1.0,加担・荷担,-0.3
3110,0.0,加入者,0.0
3111,1.0,可,0.3
3112,-1.0,可哀想,-0.3
3113,1.0,可愛さ,0.3
3114,1.0,可愛らしさ,0.3
3115,1.0,可決,0.0462348
3116,0.0,可塑性,0.0
3117,0.0,可動,0.0
3118,0.0,可読,0.0
3119,0.0,可読性,0.0
3120,0.0,可燃性,0.0
3121,0.0,可能,0.0
3122,1.0,可能性,0.332779
3123,0.0,可否,0.0
3124,0.0,可不可,0.0
3125,0.0,可溶性,0.0
3126,1.0,可用性,0.3
3127,1.0,可憐,0.3
3128,1.0,嘉賞,0.992619
3129,-1.0,夏ばて,-0.3
